course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
Learn How To Trade Gold In 2017,True,200,2,1,16,All Levels,1.0,2017-04-06,Business Finance
IAS 18 - Revenue,False,0,2571,32,23,All Levels,4.5,2014-03-29,Business Finance
Forex Trading: The High ROI Forex Trading End of Day Course,True,125,8,1,19,Intermediate Level,2.5,2014-06-16,Business Finance
Fundraise the Simplified Way: A Crowdfunding Blueprint,True,35,7,1,19,All Levels,1.0,2015-02-23,Business Finance
Fundamentals of Accounting for Business Owners,True,20,217,0,47,Beginner Level,2.5,2017-02-06,Business Finance
Practical Financial Statement Analysis,True,75,22,5,45,All Levels,4.5,2017-05-01,Business Finance
Forex Management - Detailed Study for CA / CS / CFA Exams,True,50,131,2,38,All Levels,3.0,2015-11-03,Business Finance
Financial Statement Review 101:  How to Find Errors,True,30,5,2,15,Beginner Level,2.0,2017-02-03,Business Finance
Professional Risk Manager (PRM) Certification: Level 1,True,50,116,10,51,All Levels,24.0,2013-07-23,Business Finance
International Tax  - Tax Beyond boundaries,True,100,27,6,235,All Levels,19.5,2016-09-06,Business Finance
The Complete Financial Statement Analysis Course,True,150,912,12,37,Beginner Level,3.0,2017-01-11,Business Finance
Advanced Excel functions,True,20,1964,47,15,All Levels,1.5,2016-01-12,Business Finance
Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),True,200,1033,2,31,Beginner Level,1.5,2017-02-22,Business Finance
Candlestick Analysis For Professional Traders,True,95,913,117,48,Expert Level,2.0,2016-05-18,Business Finance
Build A Career In Forex Trading- Learn Fundamental Analysis,True,200,2092,77,52,All Levels,3.5,2015-11-23,Business Finance
Financial Modeling: Build a Complete DCF Valuation Model,True,95,2240,185,44,All Levels,2.5,2014-12-03,Business Finance
Hands-on Financial Modeling (With 6 Excel Templates),True,30,4601,38,14,Intermediate Level,4.0,2015-04-02,Business Finance
CAIIB Advanced Bank Management (Part I),True,25,2953,20,211,All Levels,20.5,2016-04-15,Business Finance
Stock Market investment:Non financial fundamental analysis,True,125,1091,4,29,Beginner Level,3.0,2016-12-20,Business Finance
Learn How to Play CashFlow Game,True,35,1459,11,26,Beginner Level,1.0,2016-10-17,Business Finance
Basics of Business Finance,True,30,4855,64,24,Beginner Level,4.0,2013-03-22,Business Finance
Accounting Made Easy 2,True,50,4034,8,40,Intermediate Level,3.0,2015-09-16,Business Finance
"Bitcoin: el futuro del dinero, hoy",True,200,57,22,19,Intermediate Level,3.0,2016-06-06,Business Finance
Aprende a invertir practicando,True,35,26,9,42,All Levels,2.0,2015-05-28,Business Finance
Trading con retrocesos de Fibonacci,True,25,14,4,15,All Levels,2.5,2017-02-07,Business Finance
Mit Finanzwissen zu besserem Unternehmertum,True,50,49,3,23,Beginner Level,3.0,2017-05-10,Business Finance
Como hacer empresa en 10 sesiones prácticas,True,20,11,2,10,Intermediate Level,0.5,2015-11-19,Business Finance
المحاسبة للإداريين و غير المحاسبين,True,20,9,3,17,Beginner Level,0.7166666666666667,2016-04-23,Business Finance
株式投資で本当のファンダメンタル分析ができるようになる,True,20,91,7,30,All Levels,2.0,2016-06-21,Business Finance
Curso de Trading práctico basado en casos reales,True,20,44,6,55,All Levels,10.0,2016-08-29,Business Finance
Curso Avanzado de Trading,True,125,106,11,100,All Levels,20.5,2015-11-28,Business Finance
สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,False,0,2079,258,25,All Levels,2.0,2015-02-15,Business Finance
MQL4 Tutorial Golden Goose,True,20,135,5,12,Beginner Level,1.5,2015-06-07,Business Finance
Análise de Concessão de Crédito,True,20,31,11,20,All Levels,10.5,2016-06-29,Business Finance
Technical Analysis Using Elliott Wave Theory,True,60,217,7,16,All Levels,1.0,2016-11-01,Business Finance
The Basics Of Volume Analysis,True,60,611,57,13,All Levels,1.5,2013-02-24,Business Finance
Crash Course on Cost of Capital and Capital Structuring,False,0,5007,41,19,All Levels,3.0,2015-04-13,Business Finance
Business Accounting Made Easy,True,50,1168,5,26,Beginner Level,5.5,2015-09-05,Business Finance
Build a DCF Model from Scratch,False,0,4653,395,5,All Levels,0.5166666666666666,2014-09-14,Business Finance
"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",False,0,3035,12,14,All Levels,1.5,2016-06-20,Business Finance
Technical Analysis - A practical approach for trade entry,True,60,454,52,15,Expert Level,2.0,2013-02-24,Business Finance
Mastering Technical Analysis : Maximizing Trading Profits,True,60,325,14,62,All Levels,5.0,2016-03-04,Business Finance
The Complete Guide to Professional Trading with Elliott Wave,True,115,228,49,43,All Levels,4.5,2016-05-11,Business Finance
A Complete Guide to Becoming a Trader on the Forex Market,True,25,562,11,15,All Levels,1.0,2014-06-28,Business Finance
Stock Market for Beginners - Complete Starter Toolkit,True,120,577,45,82,Intermediate Level,6.5,2016-03-31,Business Finance
Beginners Binary Options Course,False,0,10540,799,14,Beginner Level,1.5,2014-04-27,Business Finance
Technical Analysis 101: Secrets of Trading Revealed,True,150,912,27,81,All Levels,2.5,2015-07-16,Business Finance
Forex: What's a Trend and When it is Strong and Reliable,False,0,2955,43,30,Intermediate Level,2.0,2016-10-05,Business Finance
Volatility Trading Analysis with R,True,50,190,13,45,Expert Level,6.0,2017-03-06,Business Finance
How To Profit From Stock Market Volatility,False,0,1736,36,11,All Levels,0.6,2017-01-23,Business Finance
Awaken the Accountant in You | Master the Accounting Basics,True,35,1135,10,16,Beginner Level,1.5,2015-11-24,Business Finance
WE WILL PAY YOU TO TRADE WITH US,True,20,2101,51,11,All Levels,2.0,2014-08-18,Business Finance
Situational Trading: Proven Option Strategy for any Scenario,True,200,1048,11,16,All Levels,1.5,2015-11-06,Business Finance
Portfolio Management for CA / CS / CFA exams,True,20,1740,5,8,All Levels,1.0,2015-07-21,Business Finance
Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),True,20,1749,41,21,All Levels,1.0,2015-06-23,Business Finance
Finding an Unlimited Amount of Investors,True,80,1187,6,6,All Levels,0.7,2016-03-03,Business Finance
Bookkeeping Made Easy,True,70,1263,21,18,Beginner Level,1.5,2015-07-14,Business Finance
BITCOIN VISUALLY. Part I.,True,50,115,6,31,Beginner Level,4.0,2014-03-16,Business Finance
Learn and Master the Basics of Finance,True,20,43,17,39,Beginner Level,3.0,2016-09-25,Business Finance
FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,True,75,55,2,27,All Levels,5.5,2016-01-13,Business Finance
Mastering the Market : (Technical Analysis + Candlestick),True,90,18,7,97,All Levels,7.0,2016-12-16,Business Finance
Mastering Countertrend Trading : High Profit Trading Pattern,True,40,14,5,11,All Levels,1.0,2016-10-29,Business Finance
Exam 1 Review - Managerial Accounting (U of H),True,30,47,9,22,Beginner Level,2.0,2016-02-11,Business Finance
* An Integrated Approach to the Fundamentals of Accounting,True,200,134,14,123,All Levels,5.5,2016-03-15,Business Finance
Get to grips with the CFA calculator,True,20,153,8,14,All Levels,1.5,2013-08-05,Business Finance
Financial Model Fundamentals-Learn the Essential Skills,True,75,47,5,27,All Levels,2.5,2015-06-01,Business Finance
Forex: Economic News Trading,True,25,42,14,11,All Levels,0.6833333333333333,2016-02-29,Business Finance
Analyze Real Estate Investments | Financial Modeling,True,20,120,18,21,All Levels,2.0,2015-07-21,Business Finance
Forex For Beginners - A Guide To Currency Trading,True,20,68,10,23,Beginner Level,0.5,2015-05-25,Business Finance
Raise Your Credit Score to 800 Or More....,True,50,844,33,40,All Levels,2.0,2015-07-12,Business Finance
Financial Management Budgeting Techniques,True,20,2045,3,10,All Levels,2.0,2015-04-12,Business Finance
Forex Killing Divergence - How to trade with precision,True,20,1168,38,11,All Levels,0.6833333333333333,2015-01-25,Business Finance
Working Capital Management for CA / CFA / CPA Exams,True,25,2342,9,33,Intermediate Level,3.5,2014-10-25,Business Finance
Risk Analysis - Capital Budgeting for CA / CS / CFA exams,True,20,2268,4,47,All Levels,5.5,2015-07-07,Business Finance
Corporate Finance 101: Financial Statement Analysis & Ratios,True,50,967,16,43,All Levels,8.0,2016-03-20,Business Finance
Mastering Futures Options for Beginners - Your Top 5 Plays!,True,200,1185,10,33,Beginner Level,2.5,2016-02-02,Business Finance
"Professional Options Trading, Simplified",True,200,631,49,21,All Levels,2.0,2015-04-17,Business Finance
"Advanced Options Concepts - Probability, Greeks, Simulation",True,60,968,81,10,Intermediate Level,2.0,2013-02-27,Business Finance
Accounting Basics - A Complete Study,True,180,1132,70,332,All Levels,29.0,2015-05-06,Business Finance
Case Studies in Macro Economics,True,50,114,1,22,Beginner Level,4.0,2017-05-25,Business Finance
My Forex Strategy that win consistently over and over,True,200,204,23,9,Intermediate Level,1.5,2016-10-29,Business Finance
Understand Banks & Financial Markets ,True,30,1548,24,34,All Levels,3.0,2013-12-19,Business Finance
Stock Technical Analysis with Python,True,50,409,35,46,All Levels,8.0,2016-04-12,Business Finance
How to Become an Accountant from scratch!,True,40,1169,7,15,Beginner Level,3.0,2015-08-20,Business Finance
How to invest in Gold,True,50,249,14,39,Beginner Level,2.5,2016-06-14,Business Finance
Automate Your Finances,True,20,690,17,21,Beginner Level,1.0,2014-05-08,Business Finance
MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),True,150,1340,4,272,All Levels,26.0,2015-07-19,Business Finance
Accounting Made Easy: A Quick Guide to Financial Accounting,True,95,274,41,18,All Levels,1.5,2015-10-26,Business Finance
Futures/Commodity Training (Basics),False,0,4863,202,6,Beginner Level,1.5,2015-02-07,Business Finance
Cost Accounting Marginal Costing Theory and Practice,True,20,1923,4,31,All Levels,2.5,2015-03-24,Business Finance
The Big Volatility Short: The Best Trade On Wall Street!,True,200,224,35,16,All Levels,1.5,2016-04-25,Business Finance
Master Finance in Three Hours,True,20,721,12,29,Beginner Level,3.0,2014-10-28,Business Finance
Learn Options on Futures for Hedging Options and Stocks,True,60,51,2,6,Expert Level,0.7,2017-05-23,Business Finance
Option selling trading as income source. Beginners friendly,True,195,1276,46,61,All Levels,6.0,2015-04-06,Business Finance
Introduction to Value Growth Investing,False,0,2768,83,10,All Levels,1.0,2016-12-20,Business Finance
Become A Forex Trader - Forex trading like a professional,False,0,1735,31,19,All Levels,2.5,2017-05-28,Business Finance
Hedge Fund Trading System,False,0,8985,584,12,All Levels,1.0,2015-03-06,Business Finance
Bulletproof Personal Finance: Expert Asset Allocation,True,45,1119,22,18,All Levels,1.0,2016-02-10,Business Finance
Financial Accounting: The Complete Introductory Crash Course,True,100,2591,44,69,All Levels,10.0,2015-01-26,Business Finance
Learn About Trading Options from a real wallstreet trader,True,20,1046,17,12,All Levels,1.0,2016-02-21,Business Finance
Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,True,20,2239,4,7,All Levels,1.0,2015-09-20,Business Finance
How to Build a Massive Stock Portfolio from Zero!,True,200,1882,51,129,All Levels,11.0,2015-07-20,Business Finance
Introductory Forex Trading Course,False,0,5931,158,15,Beginner Level,3.5,2016-05-04,Business Finance
Budgeting Hacks to Build Wealth!,False,0,4931,154,7,Beginner Level,0.5333333333333333,2016-05-31,Business Finance
Accounting and Finance for Bankers - A Comprehensive Study,True,180,3056,9,316,All Levels,24.5,2015-04-10,Business Finance
Forex Prep Academy for Beginners-Real trades!,True,75,1303,21,44,Beginner Level,3.0,2015-06-19,Business Finance
Accounting for Deferred Taxes (Professional Course Level),True,25,2924,6,11,All Levels,1.5,2015-01-15,Business Finance
TRADING TRUTHS,True,50,1405,14,27,All Levels,2.0,2015-06-12,Business Finance
The Binary Institute - Introductory Course in Binary Options,False,0,1121,12,6,All Levels,1.0,2017-04-27,Business Finance
Forex Trading vs Option Trading,True,95,1776,14,29,All Levels,2.5,2015-07-08,Business Finance
How to Invest in Stocks + Billionaire Investing Tips,True,40,1643,18,19,All Levels,2.0,2015-07-01,Business Finance
Value Investing For Beginners,True,100,801,48,25,Beginner Level,2.5,2016-05-11,Business Finance
TRADING TACTICS,True,145,951,25,62,All Levels,6.0,2015-02-13,Business Finance
MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,True,30,1278,33,23,Beginner Level,0.7166666666666667,2015-07-02,Business Finance
Ultimate Retirement: Build Your Own Dynamic Retirement Plan,True,50,1184,15,37,All Levels,6.0,2015-07-28,Business Finance
build a solid foundation for trading options,True,20,1115,8,8,All Levels,1.0,2016-05-26,Business Finance
Forex Scam: Avoid the scam today,True,20,1086,27,28,All Levels,2.0,2016-02-05,Business Finance
Cost Accounting Crash Course,True,20,3730,11,17,All Levels,2.5,2015-04-10,Business Finance
Option Trading for Rookies: Basic Option Strategies,True,95,810,27,61,All Levels,2.5,2016-08-25,Business Finance
Business Analysis:  Working with Use Cases,True,90,2338,224,5,All Levels,1.5,2013-04-17,Business Finance
Learn to Raise the Funds You Need via Crowdfunding,True,20,3403,29,70,All Levels,8.0,2014-09-19,Business Finance
Business finances,True,75,4695,7,20,Beginner Level,1.0,2014-05-07,Business Finance
Financial Accounting - A Brief Introduction,False,0,17847,1440,17,Beginner Level,1.0,2016-02-24,Business Finance
Trading Economic Indicators - Complete Trading System,True,50,2692,25,25,Beginner Level,1.5,2015-09-17,Business Finance
Foundation of Options Trading and Investing,True,20,6374,21,14,All Levels,1.0,2013-10-16,Business Finance
Option Trading - How To Earn If You Can't Predict The Market,True,145,2305,19,30,All Levels,1.5,2015-07-22,Business Finance
The Financial Analyst Skills Training (FAST) course 2017,True,100,589,31,138,All Levels,10.0,2017-01-02,Business Finance
Covered Calls - Powerful Income Strategy for Stock Traders,True,60,22,0,8,Beginner Level,1.0,2017-07-03,Business Finance
Accounting 1 Simplified for You,True,45,2490,95,13,Beginner Level,3.0,2014-11-10,Business Finance
[Value Investing] Where White People Keep Their Money,True,200,2715,70,20,Expert Level,4.0,2016-05-25,Business Finance
How to Start Investing: Made Simple and Easy,True,200,1506,12,12,All Levels,1.0,2016-11-25,Business Finance
Basics of Commerce A Complete Study,True,150,2197,4,105,All Levels,5.5,2016-12-21,Business Finance
The Passive Investing Blueprint - Build Wealth Passively,True,200,338,32,66,All Levels,3.5,2017-03-08,Business Finance
7 Steps: Your Introduction to Trading,True,25,1076,22,176,Beginner Level,5.0,2016-11-04,Business Finance
Forex - Elliott Wave Theory with Fibonacci. ,True,20,2769,54,32,All Levels,1.5,2015-06-19,Business Finance
The Actuarial Profession: Basic Sciences and Principles,True,25,1531,6,7,Beginner Level,0.5833333333333334,2016-11-20,Business Finance
Investing in stocks: Avoid stock market loss,True,125,1136,12,13,Beginner Level,1.0,2016-11-29,Business Finance
QuickBooks Online: Complete Guide & Certification tips,True,50,2187,218,91,All Levels,13.0,2015-08-03,Business Finance
Build Financial Models & Value Companies The Easy Way,True,20,1609,137,18,All Levels,1.0,2015-10-13,Business Finance
Adventure Capital: How to pay off debt ,True,20,2895,56,14,Beginner Level,1.0,2015-11-23,Business Finance
Chart Patterns Trading Demystified,True,200,1023,8,29,All Levels,2.5,2017-02-08,Business Finance
Financial Planning & Analysis: Building a Company's Budget,True,150,1988,137,27,All Levels,1.5,2016-06-15,Business Finance
