title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
Basic Spanish 2: One Step Further,67687,Self-paced on your time,Universitat Politècnica de Valencia,"['Prof. Ana Gimeno', 'Virginia González', 'Cristina Navarro', 'Begoña García Migura']",Introductory,Language,English,"['English', 'Español']",4–5 hours per week,4 Weeks,50
Financial Market Analysis,37452,Self-paced on your time,The International Monetary Fund,"['Adolfo Barajas', 'Evan Tanner', 'Seung Mo Choi', 'Fabio Comelli']",Intermediate,Economics & Finance,English,['English'],8–10 hours per week,7 Weeks,25
CS50's Computer Science for Business Professionals,73208,Self-paced on your time,Harvard University,['David J. Malan'],Introductory,Computer Science,English,['English'],2–6 hours per week,6 Weeks,90
Gobierno Digital,18883,Self-paced on your time,Inter-American Development Bank,"['Lea Giménez', 'Miguel Porrúa', 'Benjamin Roseth', 'Alejandro Pareja']",Introductory,Social Sciences,Español,['Español'],1–2 hours per week,8 Weeks,25
Upper-Intermediate English: Business and Globalization,58532,Self-paced on your time,Universitat Politècnica de Valencia,['Prof. Ana Gimeno'],Intermediate,Language,English,['English'],3–5 hours per week,4 Weeks,50
The Opioid Crisis in America,54805,Self-paced on your time,Harvard University,"['Gregory Curfman, MD', 'Catherine Finn, MSW, LCSW']",Introductory,Medicine,English,['English'],1–2 hours per week,10 Weeks,99
Gestión de Proyectos de Desarrollo,306286,Self-paced on your time,Inter-American Development Bank,"['Ernesto Mondelo', 'Claudia Baca']",Introductory,Business & Management,Español,['Español'],3–4 hours per week,10 Weeks,49
Statistical Learning,27968,Self-paced on your time,Stanford University,"['Trevor Hastie', 'Robert Tibshirani']",Introductory,Data Analysis & Statistics,English,['English'],3–5 hours per week,9 Weeks,50
Introduction to Social Psychology,79365,Self-paced on your time,The University of Queensland,"['Blake McKimmie', 'Roy Baumeister']",Introductory,Humanities,English,['English'],1–2 hours per week,7 Weeks,99
Artificial Intelligence (AI),265104,Instructor-led on a course schedule,Columbia University,"['Ansaf Salleb', 'Aouissi']",Advanced,Computer Science,English,['English'],8–10 hours per week,12 Weeks,249
American Government: Constitutional Foundations,35504,Self-paced on your time,Harvard University,['Thomas E. Patterson'],Introductory,Social Sciences,English,['English'],2–4 hours per week,4 Weeks,49
Introducción a la inversión bursátil,64261,Self-paced on your time,Universitat Politècnica de Valencia,"['Francisco Guijarro Martínez', 'Fernando García García', 'Javier Oliver Muncharaz']",Introductory,Economics & Finance,Español,['Español'],3–4 hours per week,2 Weeks,50
Japanese Books: From Manuscript to Print,17581,Self-paced on your time,Harvard University,['Melissa McCormick'],Introductory,Art & Culture,English,['English'],1–2 hours per week,9 Weeks,100
Foundations of Modern Finance  I,24108,Instructor-led on a course schedule,Massachusetts Institute of Technology,"['Leonid Kogan', 'Jiang Wang', 'Egor Matveyev']",Advanced,Economics & Finance,English,['English'],10–14 hours per week,12 Weeks,450
Operations Management,126093,Self-paced on your time,Indian Institute of Management Bangalore,['B. Mahadevan'],Intermediate,Business & Management,English,"['English', 'हिन्दी']",2–4 hours per week,7 Weeks,150
Marketing Management,80010,Self-paced on your time,Indian Institute of Management Bangalore,['Ashis Mishra'],Intermediate,Business & Management,English,"['English', 'हिन्दी']",2–4 hours per week,9 Weeks,150
Marketing enfocado en la estrategia de servicios,24618,Self-paced on your time,Universidad Nacional de Córdoba,['Gerardo Heckmann'],Introductory,Business & Management,Español,"['English', 'Español']",5–7 hours per week,6 Weeks,119
Introduction to Marketing,169126,Self-paced on your time,University of British Columbia,"['Darren Dahl', 'Paul Cubbon']",Introductory,Business & Management,English,['English'],3–5 hours per week,6 Weeks,150
Programming Basics,215059,Self-paced on your time,IITBombay,"['Deepak B. Phatak', 'Supratik Chakraborty', 'Nagesh Karmali', 'Firuza Karmali (Aibara)']",Introductory,Computer Science,English,['English'],6–8 hours per week,9 Weeks,149
Probability and Statistics in Data Science using Python,106286,Self-paced on your time,"The University of California, San Diego","['Alon Orlitsky', 'Yoav Freund']",Advanced,Data Analysis & Statistics,English,['English'],10–12 hours per week,10 Weeks,350
HTML5 Coding Essentials and Best Practices,241287,Self-paced on your time,The World Wide Web Consortium (W3C),['Michel Buffa'],Intermediate,Computer Science,English,['English'],6–8 hours per week,6 Weeks,199
First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,37426,Self-paced on your time,Harvard University,['Thomas Forrest Kelly'],Introductory,Humanities,English,['English'],3–5 hours per week,3 Weeks,49
Cell Biology: Mitochondria,64142,Self-paced on your time,Harvard University,['Robert A. Lue'],Introductory,Biology & Life Sciences,English,['English'],2–4 hours per week,4 Weeks,99
"Algorithms: Design and Analysis, Part 1",20163,Self-paced on your time,Stanford University,['Tim Roughgarden'],Intermediate,Computer Science,English,['English'],2–4 hours per week,6 Weeks,149
Introducción al Office 365,16470,Self-paced on your time,Universitat Politècnica de Valencia,"['Jaime Busquets Mataix', 'Roberto Vivó', 'Ignacio Despujol Zabala']",Introductory,Computer Science,Español,['Español'],2–3 hours per week,7 Weeks,75
Creative Thinking: Techniques and Tools for Success,54787,Self-paced on your time,Imperial College London,['Peter Childs'],Introductory,Humanities,English,['English'],2–4 hours per week,7 Weeks,49
Upper-Intermediate English: Business and Technology,47451,Self-paced on your time,Universitat Politècnica de Valencia,['Prof. Ana Gimeno'],Intermediate,Language,English,['English'],3–5 hours per week,4 Weeks,50
Shakespeare's Hamlet: The Ghost,38331,Self-paced on your time,Harvard University,['Stephen Greenblatt'],Introductory,Humanities,English,['English'],5–7 hours per week,4 Weeks,49
FlashDiet: Aprende a comer sano,48105,Self-paced on your time,Universitat Politècnica de Valencia,"['Purificación García Segovia', 'Mª Jesús Pagán Moreno', 'Cruz Martínez Rosillo', 'José Miguel Soriano del Castillo']",Introductory,Food & Nutrition,Español,['Español'],2–3 hours per week,5 Weeks,50
CS50's Understanding Technology,50030,Self-paced on your time,Harvard University,['David J. Malan'],Introductory,Computer Science,English,['English'],2–6 hours per week,6 Weeks,90
Introduction to Aerospace Structures and Materials,37126,Self-paced on your time,Delft University of Technology,"['Jos Sinke', 'Calvin Rans', 'Gillian Saunders', 'Smits', 'René Alderliesten']",Introductory,Engineering,English,['English'],4–6 hours per week,8 Weeks,50
Visualizing Data with Python,42101,Self-paced on your time,IBM,['Alex Aklson'],Intermediate,Data Analysis & Statistics,English,['English'],2–4 hours per week,5 Weeks,39
Success: Practical Thinking Skills,24414,Self-paced on your time,The Hong Kong Polytechnic University,['Jack Chun'],Introductory,Philosophy & Ethics,English,['English'],4–6 hours per week,4 Weeks,50
English for Doing Business in Asia – Speaking,68422,Self-paced on your time,The Hong Kong University of Science and Technology,"['Sean McMinn', 'Delian Gaskell']",Introductory,Humanities,English,['English'],3–4 hours per week,7 Weeks,60
Nutrition and Health: Macronutrients and Overnutrition,208582,Self-paced on your time,Wageningen University & Research,['Sander Kersten'],Introductory,Biology & Life Sciences,English,['English'],6–8 hours per week,9 Weeks,99
"Contemporary China: The People's Republic, Taiwan, and Hong Kong",66771,Self-paced on your time,Harvard University,"['Peter K. Bol', 'William C. Kirby']",Introductory,History,English,"['English', '中文']",1–3 hours per week,15 Weeks,139
Introduction to Clinical Psychology,57234,Self-paced on your time,The University of Queensland,"['Blake McKimmie', 'Nancy Pachana', 'Vanessa Cobham']",Introductory,Humanities,English,['English'],1–2 hours per week,7 Weeks,99
Modern Masterpieces of World Literature,48049,Self-paced on your time,Harvard University,"['David Damrosch', 'Martin Puchner']",Introductory,Literature,English,['English'],3–6 hours per week,8 Weeks,99
"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",24259,Self-paced on your time,Harvard University,['Thomas E. Patterson'],Introductory,Social Sciences,English,['English'],2–4 hours per week,4 Weeks,49
Applied Scrum for Agile Project Management,55293,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['John Johnson'],Advanced,Engineering,English,['English'],2–3 hours per week,4 Weeks,199
Corporate Finance,62798,Self-paced on your time,Indian Institute of Management Bangalore,['Ashok Thampy'],Intermediate,Business & Management,English,"['English', 'हिन्दी']",3–5 hours per week,5 Weeks,150
Judaism Through Its Scriptures,50540,Self-paced on your time,Harvard University,"['Shaye Cohen', 'Matthew Hass']",Introductory,Humanities,English,['English'],5–10 hours per week,4 Weeks,99
Excel avanzado: importación y análisis de datos,47184,Self-paced on your time,Universitat Politècnica de Valencia,"['Ignacio Despujol Zabala', 'Jaime Busquets Mataix']",Advanced,Data Analysis & Statistics,Español,['Español'],3–4 hours per week,8 Weeks,75
CSS Basics,95163,Self-paced on your time,The World Wide Web Consortium (W3C),['Kasey Champion'],Introductory,Computer Science,English,['English'],5–7 hours per week,5 Weeks,199
Unlocking Information Security: Part I,19905,Self-paced on your time,IsraelX-Tel Aviv University,"['Avishai Wool', 'Dan Gittik']",Intermediate,Computer Science,English,"['اللغة العربية', 'English', 'עברית']",4–6 hours per week,6 Weeks,149
Becoming an Effective Leader,55937,Self-paced on your time,The University of Queensland,['Terrance Fitzsimmons'],Intermediate,Communication,English,['English'],8–10 hours per week,10 Weeks,99
Digital Branding and Engagement,122977,Self-paced on your time,Curtin University,['Sonia Dickinson'],Intermediate,Communication,English,['English'],3–4 hours per week,4 Weeks,99
Introduction to Cybersecurity,73021,Self-paced on your time,University of Washington,"['Barbara Endicott', 'Popovsky']",Introductory,Computer Science,English,['English'],2–5 hours per week,6 Weeks,199
General Academic English|生活英语进阶,17526,Self-paced on your time,Tsinghua University,['Fang Yang'],Introductory,Language,English,['English'],3–4 hours per week,8 Weeks,49
Gestión de personas: Recursos Humanos,19687,Self-paced on your time,Universidad Nacional de Córdoba,['Claudia Martínez'],Introductory,Business & Management,Español,"['English', 'Español']",5–7 hours per week,5 Weeks,119
From Poverty to Prosperity: Understanding Economic Development,91062,Self-paced on your time,University of Oxford,['Paul Collier'],Intermediate,Social Sciences,English,['English'],2–3 hours per week,6 Weeks,149
Medical Terminology,31354,Self-paced on your time,Doane University,"['Amanda McKinney, MD, FACLM']",Introductory,Biology & Life Sciences,English,['English'],5–10 hours per week,8 Weeks,79
Ancient Masterpieces of World Literature,48899,Self-paced on your time,Harvard University,"['David Damrosch', 'Martin Puchner']",Introductory,Literature,English,['English'],3–6 hours per week,6 Weeks,99
Shakespeare's The Merchant of Venice: Shylock,23283,Self-paced on your time,Harvard University,['Stephen Greenblatt'],Introductory,Humanities,English,['English'],5–7 hours per week,4 Weeks,49
Gestión del estrés y Mindfulness,15965,Self-paced on your time,Universidades Anáhuac,['Psic. José Jesús Karam Espósitos'],Introductory,Health & Safety,Español,['Español'],4–5 hours per week,4 Weeks,49
Behavioural Economics in Action,66764,Self-paced on your time,University of Toronto,['Dilip Soman'],Introductory,Business & Management,English,['English'],4–5 hours per week,6 Weeks,139
Finance for Everyone: Smart Tools for Decision-Making,45029,Self-paced on your time,The University of Michigan,['Gautam Kaul'],Introductory,Business & Management,English,['English'],5–6 hours per week,6 Weeks,49
Creating Innovative Business Models,12227,Self-paced on your time,"University System of Maryland-The University of Maryland, College Park",['James Green'],Introductory,Business & Management,English,['English'],2–3 hours per week,4 Weeks,149
u.lab: Leading From the Emerging Future,79424,Self-paced on your time,Massachusetts Institute of Technology,"['Otto Scharmer', 'Dayna Cunningham', 'Kelvy Bird', 'Arawana Hayashi']",Introductory,Business & Management,English,"['English', 'Español', 'Français', 'עברית', 'Indonesian', 'Italiano', '日本語', 'Português', 'Türkçe']",4–6 hours per week,14 Weeks,99
Electric Cars: Introduction,56171,Self-paced on your time,Delft University of Technology,"['Pavol Bauer', 'Margot Weijnen', 'Frank Rieck']",Intermediate,Engineering,English,['English'],4–5 hours per week,4 Weeks,50
Inteligencia Artificial para todos: Domina los fundamentos,11764,Self-paced on your time,IBM,['Rav Ahuja'],Introductory,Computer Science,Español,['Español'],1–2 hours per week,4 Weeks,49
Marketing Analytics,55228,Instructor-led on a course schedule,Columbia University,"['Kamel Jedidi', 'Asim Ansari']",Advanced,Business & Management,English,['English'],8–10 hours per week,12 Weeks,249
